Time       	Cm           	Cd           	Cl           	Cl(f)        	Cl(r) 
1.400000e+03	-1.727282e-03	1.063586e+00	-1.294724e-01	-6.646348e-02	-6.300892e-02
1.401000e+03	-2.158865e-03	1.067015e+00	-1.190091e-01	-6.166344e-02	-5.734571e-02
1.402000e+03	-2.442545e-03	1.070500e+00	-1.002681e-01	-5.257659e-02	-4.769150e-02
1.403000e+03	-2.562922e-03	1.074116e+00	-7.435750e-02	-3.974167e-02	-3.461583e-02
1.404000e+03	-2.508628e-03	1.076084e+00	-4.219752e-02	-2.360739e-02	-1.859013e-02
1.405000e+03	-2.277541e-03	1.077546e+00	-6.692905e-03	-5.623994e-03	-1.068911e-03
1.406000e+03	-1.879682e-03	1.077127e+00	2.906035e-02	1.265049e-02	1.640986e-02
1.407000e+03	-1.339805e-03	1.074763e+00	6.240147e-02	2.986093e-02	3.254054e-02
1.408000e+03	-6.985939e-04	1.070305e+00	9.074186e-02	4.467234e-02	4.606952e-02
1.409000e+03	-7.340833e-06	1.065730e+00	1.125913e-01	5.628832e-02	5.630301e-02
1.410000e+03	6.784890e-04	1.062856e+00	1.265820e-01	6.396950e-02	6.261252e-02
1.411000e+03	1.307648e-03	1.062176e+00	1.316239e-01	6.711960e-02	6.450430e-02
1.412000e+03	1.837837e-03	1.064321e+00	1.278187e-01	6.574717e-02	6.207150e-02
1.413000e+03	2.237012e-03	1.067829e+00	1.153776e-01	5.992581e-02	5.545178e-02
1.414000e+03	2.484400e-03	1.071393e+00	9.485774e-02	4.991327e-02	4.494447e-02
1.415000e+03	2.565103e-03	1.074631e+00	6.739744e-02	3.626382e-02	3.113362e-02
1.416000e+03	2.469722e-03	1.076495e+00	3.415421e-02	1.954683e-02	1.460738e-02
1.417000e+03	2.198699e-03	1.077832e+00	-1.659091e-03	1.369154e-03	-3.028245e-03
1.418000e+03	1.765149e-03	1.076885e+00	-3.709757e-02	-1.678363e-02	-2.031393e-02
1.419000e+03	1.198008e-03	1.073823e+00	-6.941914e-02	-3.351156e-02	-3.590758e-02
1.420000e+03	5.405607e-04	1.069076e+00	-9.640023e-02	-4.765956e-02	-4.874068e-02
1.421000e+03	-1.540354e-04	1.064894e+00	-1.165964e-01	-5.845224e-02	-5.814417e-02
1.422000e+03	-8.313932e-04	1.062626e+00	-1.285891e-01	-6.512595e-02	-6.346316e-02
1.423000e+03	-1.441338e-03	1.062495e+00	-1.315335e-01	-6.720811e-02	-6.432543e-02
1.424000e+03	-1.943976e-03	1.065173e+00	-1.257466e-01	-6.481729e-02	-6.092934e-02
1.425000e+03	-2.309583e-03	1.068509e+00	-1.113985e-01	-5.800883e-02	-5.338967e-02
1.426000e+03	-2.519978e-03	1.072107e+00	-8.918171e-02	-4.711083e-02	-4.207088e-02
1.427000e+03	-2.560421e-03	1.075100e+00	-6.013206e-02	-3.262645e-02	-2.750561e-02
1.428000e+03	-2.423802e-03	1.076918e+00	-2.601798e-02	-1.543279e-02	-1.058519e-02
1.429000e+03	-2.113591e-03	1.077995e+00	9.935698e-03	2.854259e-03	7.081440e-03
1.430000e+03	-1.646045e-03	1.076479e+00	4.492176e-02	2.081484e-02	2.410693e-02
1.431000e+03	-1.053921e-03	1.072751e+00	7.618527e-02	3.703871e-02	3.914656e-02
1.432000e+03	-3.831985e-04	1.067837e+00	1.016955e-01	5.046453e-02	5.123093e-02
1.433000e+03	3.125679e-04	1.064185e+00	1.201600e-01	6.039259e-02	5.976746e-02
1.434000e+03	9.791463e-04	1.062434e+00	1.301432e-01	6.605072e-02	6.409243e-02
1.435000e+03	1.567689e-03	1.062962e+00	1.309908e-01	6.706307e-02	6.392769e-02
1.436000e+03	2.041062e-03	1.066027e+00	1.232061e-01	6.364410e-02	5.956198e-02
1.437000e+03	2.372335e-03	1.069388e+00	1.069356e-01	5.584015e-02	5.109548e-02
1.438000e+03	2.544926e-03	1.072941e+00	8.315483e-02	4.412234e-02	3.903249e-02
1.439000e+03	2.545378e-03	1.075424e+00	5.268601e-02	2.888838e-02	2.379763e-02
1.440000e+03	2.368320e-03	1.077227e+00	1.783650e-02	1.128657e-02	6.549928e-03
1.441000e+03	2.019868e-03	1.077778e+00	-1.815161e-02	-7.055938e-03	-1.109567e-02
1.442000e+03	1.519931e-03	1.075921e+00	-5.256885e-02	-2.476449e-02	-2.780436e-02
1.443000e+03	9.050356e-04	1.071760e+00	-8.264171e-02	-4.041582e-02	-4.222589e-02
1.444000e+03	2.236351e-04	1.066801e+00	-1.066058e-01	-5.307925e-02	-5.352652e-02
1.445000e+03	-4.702887e-04	1.063507e+00	-1.232309e-01	-6.208575e-02	-6.114517e-02
1.446000e+03	-1.122426e-03	1.062188e+00	-1.311089e-01	-6.667688e-02	-6.443202e-02
1.447000e+03	-1.687185e-03	1.063416e+00	-1.299479e-01	-6.666114e-02	-6.328677e-02
1.448000e+03	-2.129709e-03	1.066781e+00	-1.201693e-01	-6.221438e-02	-5.795497e-02
1.449000e+03	-2.425895e-03	1.070166e+00	-1.020952e-01	-5.347347e-02	-4.862168e-02
1.450000e+03	-2.560131e-03	1.073797e+00	-7.673711e-02	-4.092869e-02	-3.580842e-02
1.451000e+03	-2.520049e-03	1.075935e+00	-4.492985e-02	-2.498497e-02	-1.994488e-02
1.452000e+03	-2.302641e-03	1.077503e+00	-9.556827e-03	-7.081055e-03	-2.475773e-03
1.453000e+03	-1.917234e-03	1.077282e+00	2.626234e-02	1.121394e-02	1.504840e-02
1.454000e+03	-1.387273e-03	1.075071e+00	5.989829e-02	2.856187e-02	3.133642e-02
1.455000e+03	-7.524905e-04	1.070701e+00	8.871186e-02	4.360344e-02	4.510842e-02
1.456000e+03	-6.318504e-05	1.066009e+00	1.111230e-01	5.549833e-02	5.562470e-02
1.457000e+03	6.252082e-04	1.062994e+00	1.257934e-01	6.352192e-02	6.227151e-02
1.458000e+03	1.260653e-03	1.062138e+00	1.315879e-01	6.705458e-02	6.453328e-02
1.459000e+03	1.800232e-03	1.064045e+00	1.284753e-01	6.603788e-02	6.243742e-02
1.460000e+03	2.211077e-03	1.067530e+00	1.167325e-01	6.057733e-02	5.615517e-02
1.461000e+03	2.471341e-03	1.071104e+00	9.681562e-02	5.087915e-02	4.593647e-02
1.462000e+03	2.566007e-03	1.074528e+00	6.989294e-02	3.751248e-02	3.238046e-02
1.463000e+03	2.485080e-03	1.076412e+00	3.701630e-02	2.099323e-02	1.602307e-02
1.464000e+03	2.228045e-03	1.077752e+00	1.288278e-03	2.872184e-03	-1.583906e-03
1.465000e+03	1.806887e-03	1.076945e+00	-3.427891e-02	-1.533257e-02	-1.894634e-02
1.466000e+03	1.249076e-03	1.074154e+00	-6.697619e-02	-3.223902e-02	-3.473717e-02
1.467000e+03	5.969659e-04	1.069524e+00	-9.443756e-02	-4.662182e-02	-4.781575e-02
1.468000e+03	-9.663645e-05	1.065197e+00	-1.152087e-01	-5.770100e-02	-5.750773e-02
1.469000e+03	-7.771980e-04	1.062697e+00	-1.279302e-01	-6.474232e-02	-6.318792e-02
1.470000e+03	-1.394338e-03	1.062342e+00	-1.316414e-01	-6.721504e-02	-6.442636e-02
1.471000e+03	-1.907080e-03	1.064865e+00	-1.265450e-01	-6.517960e-02	-6.136544e-02
1.472000e+03	-2.284620e-03	1.068303e+00	-1.128277e-01	-5.869847e-02	-5.412923e-02
1.473000e+03	-2.508071e-03	1.071867e+00	-9.120356e-02	-4.810985e-02	-4.309371e-02
1.474000e+03	-2.562751e-03	1.074897e+00	-6.272707e-02	-3.392629e-02	-2.880078e-02
1.475000e+03	-2.440821e-03	1.076706e+00	-2.893314e-02	-1.690739e-02	-1.202575e-02
1.476000e+03	-2.144580e-03	1.077984e+00	6.991741e-03	1.351290e-03	5.640451e-03
1.477000e+03	-1.688899e-03	1.076680e+00	4.217776e-02	1.939998e-02	2.277778e-02
1.478000e+03	-1.105262e-03	1.073149e+00	7.383374e-02	3.581161e-02	3.802213e-02
1.479000e+03	-4.389350e-04	1.068238e+00	9.986644e-02	4.949428e-02	5.037216e-02
1.480000e+03	2.569199e-04	1.064383e+00	1.189890e-01	5.975143e-02	5.923759e-02
1.481000e+03	9.278746e-04	1.062498e+00	1.296947e-01	6.577520e-02	6.391945e-02
1.482000e+03	1.524298e-03	1.062796e+00	1.312458e-01	6.714721e-02	6.409861e-02
1.483000e+03	2.008091e-03	1.065737e+00	1.241566e-01	6.408637e-02	6.007019e-02
1.484000e+03	2.351544e-03	1.069003e+00	1.085745e-01	5.663879e-02	5.193571e-02
1.485000e+03	2.537619e-03	1.072551e+00	8.535155e-02	4.521340e-02	4.013816e-02
1.486000e+03	2.552387e-03	1.075256e+00	5.539417e-02	3.024947e-02	2.514470e-02
1.487000e+03	2.389774e-03	1.077185e+00	2.076803e-02	1.277379e-02	7.994239e-03
1.488000e+03	2.054802e-03	1.077926e+00	-1.523266e-02	-5.561530e-03	-9.671133e-03
1.489000e+03	1.566055e-03	1.076104e+00	-4.989530e-02	-2.338160e-02	-2.651371e-02
1.490000e+03	9.587584e-04	1.072014e+00	-8.040567e-02	-3.924407e-02	-4.116159e-02
1.491000e+03	2.806043e-04	1.067072e+00	-1.049401e-01	-5.218943e-02	-5.275064e-02
1.492000e+03	-4.143735e-04	1.063716e+00	-1.221848e-01	-6.150675e-02	-6.067800e-02
1.493000e+03	-1.071794e-03	1.062284e+00	-1.307826e-01	-6.646308e-02	-6.431949e-02
1.494000e+03	-1.645048e-03	1.063232e+00	-1.303635e-01	-6.682678e-02	-6.353668e-02
1.495000e+03	-2.098667e-03	1.066509e+00	-1.213003e-01	-6.274881e-02	-5.855147e-02
1.496000e+03	-2.407484e-03	1.069863e+00	-1.038758e-01	-5.434540e-02	-4.953043e-02
1.497000e+03	-2.555520e-03	1.073486e+00	-7.906142e-02	-4.208623e-02	-3.697519e-02
1.498000e+03	-2.529830e-03	1.075742e+00	-4.768578e-02	-2.637272e-02	-2.131306e-02
1.499000e+03	-2.326692e-03	1.077347e+00	-1.250702e-02	-8.580203e-03	-3.926819e-03
1.500000e+03	-1.954327e-03	1.077405e+00	2.338900e-02	9.740171e-03	1.364882e-02
1.501000e+03	-1.434851e-03	1.075354e+00	5.731254e-02	2.722142e-02	3.009112e-02
1.502000e+03	-8.069479e-04	1.071105e+00	8.658310e-02	4.248460e-02	4.409850e-02
1.503000e+03	-1.202740e-04	1.066296e+00	1.095365e-01	5.464795e-02	5.488850e-02
1.504000e+03	5.703741e-04	1.063140e+00	1.249195e-01	6.303010e-02	6.188935e-02
1.505000e+03	1.212047e-03	1.062068e+00	1.314807e-01	6.695240e-02	6.452831e-02
1.506000e+03	1.760804e-03	1.063760e+00	1.290438e-01	6.628269e-02	6.276108e-02
1.507000e+03	2.183007e-03	1.067236e+00	1.179948e-01	6.118039e-02	5.681438e-02
1.508000e+03	2.456090e-03	1.070782e+00	9.871976e-02	5.181597e-02	4.690379e-02
1.509000e+03	2.564836e-03	1.074326e+00	7.235052e-02	3.874010e-02	3.361043e-02
1.510000e+03	2.498486e-03	1.076242e+00	3.985682e-02	2.242690e-02	1.742993e-02
1.511000e+03	2.255613e-03	1.077633e+00	4.240953e-03	4.376090e-03	-1.351367e-04
1.512000e+03	1.847147e-03	1.077019e+00	-3.142824e-02	-1.386697e-02	-1.756127e-02
1.513000e+03	1.299096e-03	1.074482e+00	-6.447883e-02	-3.094032e-02	-3.353851e-02
1.514000e+03	6.528091e-04	1.069956e+00	-9.242155e-02	-4.555797e-02	-4.686359e-02
1.515000e+03	-3.958092e-05	1.065500e+00	-1.137895e-01	-5.693435e-02	-5.685518e-02
1.516000e+03	-7.231544e-04	1.062774e+00	-1.272199e-01	-6.433313e-02	-6.288682e-02
1.517000e+03	-1.347058e-03	1.062233e+00	-1.316566e-01	-6.717536e-02	-6.448125e-02
1.518000e+03	-1.869376e-03	1.064543e+00	-1.272447e-01	-6.549171e-02	-6.175296e-02
1.519000e+03	-2.258637e-03	1.068016e+00	-1.142094e-01	-5.936334e-02	-5.484606e-02
1.520000e+03	-2.495111e-03	1.071563e+00	-9.320511e-02	-4.909766e-02	-4.410744e-02
1.521000e+03	-2.564094e-03	1.074726e+00	-6.529652e-02	-3.521235e-02	-3.008417e-02
1.522000e+03	-2.456727e-03	1.076596e+00	-3.178695e-02	-1.835020e-02	-1.343675e-02
1.523000e+03	-2.174217e-03	1.077924e+00	4.091495e-03	-1.284697e-04	4.219965e-03
1.524000e+03	-1.730463e-03	1.076816e+00	3.942880e-02	1.798394e-02	2.144486e-02
1.525000e+03	-1.155710e-03	1.073517e+00	7.143793e-02	3.456326e-02	3.687468e-02
1.526000e+03	-4.942205e-04	1.068676e+00	9.798510e-02	4.849833e-02	4.948677e-02
1.527000e+03	2.009844e-04	1.064626e+00	1.177003e-01	5.905114e-02	5.864917e-02
1.528000e+03	8.754516e-04	1.062561e+00	1.291012e-01	6.542604e-02	6.367514e-02
1.529000e+03	1.479286e-03	1.062640e+00	1.314109e-01	6.718474e-02	6.422617e-02
1.530000e+03	1.973406e-03	1.065443e+00	1.250407e-01	6.449377e-02	6.054696e-02
1.531000e+03	2.329015e-03	1.068700e+00	1.101404e-01	5.739922e-02	5.274119e-02
1.532000e+03	2.528411e-03	1.072251e+00	8.745514e-02	4.625598e-02	4.119916e-02
1.533000e+03	2.557125e-03	1.075144e+00	5.798207e-02	3.154816e-02	2.643391e-02
1.534000e+03	2.408578e-03	1.077054e+00	2.362143e-02	1.421929e-02	9.402135e-03
1.535000e+03	2.086958e-03	1.078012e+00	-1.236227e-02	-4.094179e-03	-8.268096e-03
1.536000e+03	1.609619e-03	1.076303e+00	-4.720139e-02	-2.199108e-02	-2.521032e-02
1.537000e+03	1.010476e-03	1.072377e+00	-7.812363e-02	-3.805134e-02	-4.007229e-02
1.538000e+03	3.362921e-04	1.067471e+00	-1.031866e-01	-5.125702e-02	-5.192961e-02
1.539000e+03	-3.590970e-04	1.063976e+00	-1.210768e-01	-6.089750e-02	-6.017931e-02
1.540000e+03	-1.021532e-03	1.062374e+00	-1.304302e-01	-6.623663e-02	-6.419356e-02
1.541000e+03	-1.603141e-03	1.063094e+00	-1.307169e-01	-6.696160e-02	-6.375532e-02
1.542000e+03	-2.067598e-03	1.066267e+00	-1.223534e-01	-6.324428e-02	-5.910908e-02
1.543000e+03	-2.388671e-03	1.069637e+00	-1.055455e-01	-5.516144e-02	-5.038409e-02
1.544000e+03	-2.550054e-03	1.073194e+00	-8.129264e-02	-4.319637e-02	-3.809626e-02
1.545000e+03	-2.538504e-03	1.075536e+00	-5.038626e-02	-2.773163e-02	-2.265462e-02
1.546000e+03	-2.349391e-03	1.077251e+00	-1.538102e-02	-1.003990e-02	-5.341116e-03
1.547000e+03	-1.989887e-03	1.077612e+00	2.056188e-02	8.291053e-03	1.227083e-02
1.548000e+03	-1.480938e-03	1.075695e+00	5.475194e-02	2.589503e-02	2.885691e-02
1.549000e+03	-8.600534e-04	1.071492e+00	8.445726e-02	4.136857e-02	4.308868e-02
1.550000e+03	-1.762635e-04	1.066553e+00	1.079441e-01	5.379579e-02	5.414832e-02
1.551000e+03	5.162851e-04	1.063302e+00	1.240138e-01	6.252319e-02	6.149062e-02
1.552000e+03	1.163715e-03	1.062100e+00	1.313040e-01	6.681570e-02	6.448827e-02
1.553000e+03	1.721241e-03	1.063563e+00	1.295515e-01	6.649701e-02	6.305452e-02
1.554000e+03	2.154500e-03	1.066986e+00	1.191882e-01	6.174859e-02	5.743959e-02
1.555000e+03	2.440059e-03	1.070454e+00	1.005435e-01	5.271180e-02	4.783169e-02
1.556000e+03	2.562508e-03	1.074072e+00	7.471738e-02	3.992120e-02	3.479618e-02
1.557000e+03	2.510353e-03	1.076059e+00	4.261426e-02	2.381748e-02	1.879677e-02
1.558000e+03	2.281333e-03	1.077534e+00	7.127613e-03	5.845139e-03	1.282474e-03
1.559000e+03	1.885336e-03	1.077145e+00	-2.863851e-02	-1.243392e-02	-1.620459e-02
1.560000e+03	1.346913e-03	1.074805e+00	-6.202825e-02	-2.966721e-02	-3.236104e-02
1.561000e+03	7.066234e-04	1.070366e+00	-9.044156e-02	-4.451415e-02	-4.592740e-02
1.562000e+03	1.557509e-05	1.065774e+00	-1.123785e-01	-5.617368e-02	-5.620483e-02
1.563000e+03	-6.706573e-04	1.062877e+00	-1.264695e-01	-6.390541e-02	-6.256410e-02
1.564000e+03	-1.300742e-03	1.062167e+00	-1.316203e-01	-6.711092e-02	-6.450943e-02
1.565000e+03	-1.832325e-03	1.064272e+00	-1.279217e-01	-6.579317e-02	-6.212852e-02
1.566000e+03	-2.233254e-03	1.067786e+00	-1.155846e-01	-6.002557e-02	-5.555907e-02
1.567000e+03	-2.482567e-03	1.071365e+00	-9.515119e-02	-5.005816e-02	-4.509303e-02
1.568000e+03	-2.565355e-03	1.074619e+00	-6.777116e-02	-3.645094e-02	-3.132023e-02
1.569000e+03	-2.472136e-03	1.076474e+00	-3.458197e-02	-1.976312e-02	-1.481885e-02
1.570000e+03	-2.203209e-03	1.077810e+00	1.218243e-03	-1.594087e-03	2.812330e-03
1.571000e+03	-1.771522e-03	1.076890e+00	3.667534e-02	1.656615e-02	2.010919e-02
1.572000e+03	-1.205777e-03	1.073874e+00	6.905483e-02	3.332164e-02	3.573319e-02
1.573000e+03	-5.490907e-04	1.069145e+00	9.610809e-02	4.750495e-02	4.860314e-02
1.574000e+03	1.453507e-04	1.064938e+00	1.163878e-01	5.833923e-02	5.804853e-02
1.575000e+03	8.231929e-04	1.062636e+00	1.284899e-01	6.506813e-02	6.342174e-02
1.576000e+03	1.434256e-03	1.062469e+00	1.315550e-01	6.721174e-02	6.434323e-02
1.577000e+03	1.938463e-03	1.065125e+00	1.258731e-01	6.487500e-02	6.099807e-02
1.578000e+03	2.305889e-03	1.068478e+00	1.116184e-01	5.811511e-02	5.350333e-02
1.579000e+03	2.518254e-03	1.072078e+00	8.948864e-02	4.726257e-02	4.222607e-02
1.580000e+03	2.560822e-03	1.075076e+00	6.052200e-02	3.282182e-02	2.770018e-02
1.581000e+03	2.426383e-03	1.076888e+00	2.645400e-02	1.565338e-02	1.080062e-02
1.582000e+03	2.118252e-03	1.077984e+00	-9.493779e-03	-2.628638e-03	-6.865141e-03
1.583000e+03	1.652491e-03	1.076505e+00	-4.450678e-02	-2.060090e-02	-2.390588e-02
1.584000e+03	1.061648e-03	1.072816e+00	-7.583072e-02	-3.685371e-02	-3.897701e-02
1.585000e+03	3.915534e-04	1.067908e+00	-1.014258e-01	-5.032136e-02	-5.110446e-02
1.586000e+03	-3.042888e-04	1.064227e+00	-1.199956e-01	-6.030211e-02	-5.969353e-02
1.587000e+03	-9.715998e-04	1.062440e+00	-1.300896e-01	-6.601642e-02	-6.407322e-02
1.588000e+03	-1.561356e-03	1.062927e+00	-1.310353e-01	-6.707902e-02	-6.395631e-02
1.589000e+03	-2.036284e-03	1.065976e+00	-1.233521e-01	-6.371235e-02	-5.963978e-02
1.590000e+03	-2.369357e-03	1.069332e+00	-1.071816e-01	-5.596013e-02	-5.122142e-02
1.591000e+03	-2.543950e-03	1.072897e+00	-8.348353e-02	-4.428571e-02	-3.919781e-02
1.592000e+03	-2.546556e-03	1.075408e+00	-5.309568e-02	-2.909439e-02	-2.400128e-02
1.593000e+03	-2.371699e-03	1.077221e+00	-1.828017e-02	-1.151178e-02	-6.768385e-03
1.594000e+03	-2.025287e-03	1.077799e+00	1.771395e-02	6.831688e-03	1.088226e-02
1.595000e+03	-1.527013e-03	1.075951e+00	5.217254e-02	2.455926e-02	2.761328e-02
1.596000e+03	-9.132221e-04	1.071802e+00	8.231201e-02	4.024278e-02	4.206923e-02
1.597000e+03	-2.322777e-04	1.066844e+00	1.063593e-01	5.294737e-02	5.341192e-02
1.598000e+03	4.618399e-04	1.063541e+00	1.230783e-01	6.200097e-02	6.107729e-02
1.599000e+03	1.114805e-03	1.062205e+00	1.310640e-01	6.664680e-02	6.441719e-02
1.600000e+03	1.680870e-03	1.063389e+00	1.300164e-01	6.668908e-02	6.332734e-02
1.601000e+03	2.125082e-03	1.066746e+00	1.203443e-01	6.229723e-02	5.804706e-02
1.602000e+03	2.423182e-03	1.070122e+00	1.023684e-01	5.360740e-02	4.876104e-02
1.603000e+03	2.559512e-03	1.073748e+00	7.709359e-02	4.110631e-02	3.598728e-02
1.604000e+03	2.521574e-03	1.075909e+00	4.534189e-02	2.519252e-02	2.014937e-02
1.605000e+03	2.306246e-03	1.077490e+00	9.992936e-03	7.302714e-03	2.690222e-03
1.606000e+03	1.922754e-03	1.077301e+00	-2.583280e-02	-1.099365e-02	-1.483915e-02
1.607000e+03	1.394351e-03	1.075111e+00	-5.951023e-02	-2.836076e-02	-3.114947e-02
1.608000e+03	7.605846e-04	1.070763e+00	-8.839505e-02	-4.343694e-02	-4.495811e-02
1.609000e+03	7.163717e-05	1.066058e+00	-1.108916e-01	-5.537415e-02	-5.551743e-02
1.610000e+03	-6.171257e-04	1.063019e+00	-1.256689e-01	-6.345159e-02	-6.221734e-02
1.611000e+03	-1.253513e-03	1.062127e+00	-1.315758e-01	-6.704142e-02	-6.453440e-02
1.612000e+03	-1.794459e-03	1.063999e+00	-1.285619e-01	-6.607541e-02	-6.248650e-02
1.613000e+03	-2.207003e-03	1.067479e+00	-1.169243e-01	-6.066914e-02	-5.625514e-02
1.614000e+03	-2.469195e-03	1.071053e+00	-9.710455e-02	-5.102147e-02	-4.608308e-02
1.615000e+03	-2.566000e-03	1.074492e+00	-7.026759e-02	-3.769980e-02	-3.256780e-02
1.616000e+03	-2.487292e-03	1.076392e+00	-3.744552e-02	-2.121005e-02	-1.623547e-02
1.617000e+03	-2.232388e-03	1.077742e+00	-1.731257e-03	-3.098017e-03	1.366759e-03
1.618000e+03	-1.813124e-03	1.076960e+00	3.385389e-02	1.511382e-02	1.874007e-02
1.619000e+03	-1.256767e-03	1.074200e+00	6.660378e-02	3.204512e-02	3.455866e-02
1.620000e+03	-6.055282e-04	1.069582e+00	9.413607e-02	4.646251e-02	4.767356e-02
1.621000e+03	8.788403e-05	1.065236e+00	1.149943e-01	5.758503e-02	5.740926e-02
1.622000e+03	7.688996e-04	1.062706e+00	1.278246e-01	6.468118e-02	6.314338e-02
1.623000e+03	1.387087e-03	1.062325e+00	1.316476e-01	6.721091e-02	6.443673e-02
1.624000e+03	1.901311e-03	1.064816e+00	1.266562e-01	6.522940e-02	6.142678e-02
1.625000e+03	2.280646e-03	1.068265e+00	1.130397e-01	5.880049e-02	5.423920e-02
1.626000e+03	2.506069e-03	1.071825e+00	9.150733e-02	4.825974e-02	4.324760e-02
1.627000e+03	2.562914e-03	1.074869e+00	6.311922e-02	3.412252e-02	2.899670e-02
1.628000e+03	2.443199e-03	1.076682e+00	2.937023e-02	1.712831e-02	1.224192e-02
1.629000e+03	2.149050e-03	1.077975e+00	-6.548587e-03	-1.125244e-03	-5.423344e-03
1.630000e+03	1.695156e-03	1.076703e+00	-4.176264e-02	-1.918616e-02	-2.257648e-02
1.631000e+03	1.112814e-03	1.073206e+00	-7.347405e-02	-3.562421e-02	-3.784984e-02
1.632000e+03	4.471950e-04	1.068304e+00	-9.958530e-02	-4.934546e-02	-5.023985e-02
1.633000e+03	-2.486010e-04	1.064416e+00	-1.188010e-01	-5.964911e-02	-5.915191e-02
1.634000e+03	-9.201126e-04	1.062509e+00	-1.296112e-01	-6.572571e-02	-6.388548e-02
1.635000e+03	-1.517652e-03	1.062771e+00	-1.312727e-01	-6.715400e-02	-6.411869e-02
1.636000e+03	-2.002997e-03	1.065693e+00	-1.242933e-01	-6.414962e-02	-6.014363e-02
1.637000e+03	-2.348300e-03	1.068944e+00	-1.088178e-01	-5.675721e-02	-5.206061e-02
1.638000e+03	-2.536416e-03	1.072487e+00	-8.567581e-02	-4.537432e-02	-4.030149e-02
1.639000e+03	-2.553302e-03	1.075227e+00	-5.578774e-02	-3.044717e-02	-2.534057e-02
1.640000e+03	-2.392806e-03	1.077171e+00	-2.119777e-02	-1.299169e-02	-8.206077e-03
1.641000e+03	-2.059836e-03	1.077950e+00	1.479918e-02	5.339754e-03	9.459426e-03
1.642000e+03	-1.572809e-03	1.076139e+00	4.948919e-02	2.317179e-02	2.631740e-02
1.643000e+03	-9.667459e-04	1.072055e+00	8.006087e-02	3.906369e-02	4.099718e-02
1.644000e+03	-2.892013e-04	1.067112e+00	1.046747e-01	5.204816e-02	5.262656e-02
1.645000e+03	4.058371e-04	1.063742e+00	1.220159e-01	6.141380e-02	6.060213e-02
1.646000e+03	1.064038e-03	1.062298e+00	1.307296e-01	6.642885e-02	6.430077e-02
1.647000e+03	1.638591e-03	1.063216e+00	1.304196e-01	6.684840e-02	6.357122e-02
1.648000e+03	2.093884e-03	1.066476e+00	1.214635e-01	6.282562e-02	5.863785e-02
1.649000e+03	2.404576e-03	1.069830e+00	1.041321e-01	5.447061e-02	4.966146e-02
1.650000e+03	2.554632e-03	1.073442e+00	7.940160e-02	4.225543e-02	3.714617e-02
1.651000e+03	2.531072e-03	1.075711e+00	4.809498e-02	2.657856e-02	2.151642e-02
1.652000e+03	2.330057e-03	1.077323e+00	1.294598e-02	8.803046e-03	4.142932e-03
1.653000e+03	1.959657e-03	1.077423e+00	-2.295678e-02	-9.518732e-03	-1.343805e-02
1.654000e+03	1.441785e-03	1.075403e+00	-5.692130e-02	-2.701887e-02	-2.990244e-02
1.655000e+03	8.149365e-04	1.071174e+00	-8.626116e-02	-4.231564e-02	-4.394551e-02
1.656000e+03	1.286721e-04	1.066343e+00	-1.092965e-01	-5.451956e-02	-5.477691e-02
1.657000e+03	-5.622880e-04	1.063162e+00	-1.247849e-01	-6.295474e-02	-6.183016e-02
1.658000e+03	-1.204832e-03	1.062061e+00	-1.314546e-01	-6.693212e-02	-6.452246e-02
1.659000e+03	-1.754891e-03	1.063722e+00	-1.291174e-01	-6.631357e-02	-6.280379e-02
1.660000e+03	-2.178746e-03	1.067194e+00	-1.181753e-01	-6.126642e-02	-5.690893e-02
1.661000e+03	-2.453719e-03	1.070733e+00	-9.899548e-02	-5.195146e-02	-4.704402e-02
1.662000e+03	-2.564544e-03	1.074290e+00	-7.270812e-02	-3.891860e-02	-3.378952e-02
1.663000e+03	-2.500356e-03	1.076209e+00	-4.027474e-02	-2.263773e-02	-1.763702e-02
1.664000e+03	-2.259592e-03	1.077613e+00	-4.676628e-03	-4.597906e-03	-7.872158e-05
1.665000e+03	-1.853014e-03	1.077039e+00	3.100832e-02	1.365115e-02	1.735717e-02
1.666000e+03	-1.306415e-03	1.074538e+00	6.411057e-02	3.074887e-02	3.336170e-02
1.667000e+03	-6.610163e-04	1.070019e+00	9.212154e-02	4.539975e-02	4.672178e-02
1.668000e+03	3.115995e-05	1.065536e+00	1.135740e-01	5.681815e-02	5.675583e-02
1.669000e+03	7.151338e-04	1.062783e+00	1.271060e-01	6.426813e-02	6.283786e-02
1.670000e+03	1.339994e-03	1.062226e+00	1.316534e-01	6.716671e-02	6.448672e-02
1.671000e+03	1.863733e-03	1.064513e+00	1.273478e-01	6.553764e-02	6.181017e-02
1.672000e+03	2.254763e-03	1.067986e+00	1.144162e-01	5.946286e-02	5.495333e-02
1.673000e+03	2.493182e-03	1.071522e+00	9.350068e-02	4.924352e-02	4.425716e-02
1.674000e+03	2.564264e-03	1.074700e+00	6.567346e-02	3.540099e-02	3.027246e-02
1.675000e+03	2.459019e-03	1.076579e+00	3.220597e-02	1.856201e-02	1.364397e-02
1.676000e+03	2.178525e-03	1.077910e+00	-3.662249e-03	3.474001e-04	-4.009649e-03
1.677000e+03	1.736555e-03	1.076830e+00	-3.901761e-02	-1.777225e-02	-2.124536e-02
1.678000e+03	1.163134e-03	1.073568e+00	-7.108059e-02	-3.437716e-02	-3.670343e-02
